Learnsets population started at 2024-10-15T18:32:16.037Z
Success: Added move quickattack to pikachuhoenn
Success: Added move playrough to pikachuhoenn
Success: Added move playnice to pikachuhoenn
Success: Added move rest to pikachuhoenn
Success: Added move raindance to pikachuhoenn
Success: Added move reflect to pichu
Success: Added move swift to pikachuhoenn
Success: Added move substitute to pichu
Success: Added move reversal to pikachuhoenn
Success: Added move spark to pikachuhoenn
Success: Added move sweetkiss to pikachuhoenn
Success: Added move substitute to pikachuhoenn
Success: Added move surf to pikachuhoenn
Success: Added move tailwhip to pikachuhoenn
Success: Added move thief to pikachuhoenn
Success: Added move terablast to pikachuhoenn
Success: Added move takedown to pikachuhoenn
Success: Added move thunder to pikachuhoenn
Success: Added move thunderbolt to pikachuhoenn
Success: Added move thunderpunch to pikachuhoenn
Success: Added move voltswitch to pikachuhoenn
Success: Added move thundershock to pikachuhoenn
Success: Added move thunderwave to pikachuhoenn
Success: Added move trailblaze to pikachuhoenn
Success: Added move bodyslam to pikachusinnoh
Success: Added move celebrate to pikachu
Success: Added move wildcharge to pikachuhoenn
Success: Added move brickbreak to pikachusinnoh
Success: Added move agility to pikachusinnoh
Success: Added move alluringvoice to pikachusinnoh
Success: Added move disarmingvoice to pikachusinnoh
Success: Added move charge to pikachusinnoh
Success: Added move charm to pikachu
Success: Added move agility to pikachu
Success: Added move discharge to pikachu
Success: Added move dig to pikachu
Success: Added move eerieimpulse to pikachu
Success: Added move trailblaze to pichu
Success: Added move discharge to pikachusinnoh
Success: Added move drainingkiss to pikachusinnoh
Success: Added move electricterrain to pikachu
Success: Added move electroweb to pikachu
Success: Added move electroweb to pikachusinnoh
Success: Added move encore to pikachusinnoh
Success: Added move endure to pikachusinnoh
Success: Added move faketears to pikachusinnoh
Success: Added move irontail to pikachusinnoh
Success: Added move focuspunch to pikachusinnoh
Success: Added move facade to pikachusinnoh
Success: Added move knockoff to pikachusinnoh
Success: Added move growl to pikachusinnoh
Success: Added move fling to pikachusinnoh
Success: Added move feint to pikachusinnoh
Success: Added move helpinghand to pikachusinnoh
Success: Added move grassknot to pikachusinnoh
Success: Added move focuspunch to pikachuunova
Success: Added move nastyplot to pikachusinnoh
Success: Added move irontail to pikachuunova
Success: Added move thundershock to pikachuunova
Success: Added move terablast to pikachuunova
Success: Added move tailwhip to pikachuunova
Success: Added move swift to pikachuunova
Success: Added move raindance to pikachusinnoh
Success: Added move quickattack to pikachusinnoh
Success: Added move playnice to pikachusinnoh
Success: Added move nuzzle to pikachukalos
Success: Added move surf to pikachukalos
Success: Added move sleeptalk to pikachusinnoh
Success: Added move swift to pikachusinnoh
Success: Added move reflect to pikachusinnoh
Success: Added move endeavor to pikachualola
Success: Added move dig to pikachualola
Success: Added move agility to pikachualola
Success: Added move electroweb to pikachualola
Success: Added move charm to pikachualola
Success: Added move lightscreen to pikachualola
Success: Added move thunder to pikachusinnoh
Success: Added move wildcharge to pikachusinnoh
Success: Added move upperhand to pikachusinnoh
Success: Added move thunderpunch to pikachusinnoh
Success: Added move alluringvoice to pikachupartner
Success: Added move agility to pikachuunova
Success: Added move doubleteam to pikachupartner
Success: Added move brickbreak to pikachuunova
Success: Added move thunderbolt to pikachusinnoh
Success: Added move voltswitch to pikachusinnoh
Success: Added move charge to pikachuunova
Success: Added move alluringvoice to pikachuunova
Success: Added move thunderwave to pikachusinnoh
Success: Added move thundershock to pikachusinnoh
Success: Added move disarmingvoice to pikachuunova
Success: Added move endeavor to pikachupartner
Success: Added move charm to pikachuunova
Success: Added move encore to pikachuunova
Success: Added move feint to pikachupartner
Success: Added move faketears to pikachupartner
Success: Added move fling to pikachupartner
Success: Added move eerieimpulse to pikachuunova
Success: Added move drainingkiss to pikachuunova
Success: Added move electroweb to pikachuunova
Success: Added move electroball to pikachuunova
Success: Added move endeavor to pikachuunova
Success: Added move helpinghand to pikachupartner
Success: Added move fling to pikachuunova
Success: Added move nuzzle to pikachusinnoh
Success: Added move growl to pikachuunova
Success: Added move electricterrain to pikachuunova
Success: Added move helpinghand to pikachuunova
Success: Added move grassknot to pikachuunova
Success: Added move quickattack to pikachuunova
Success: Added move knockoff to pikachuunova
Success: Added move protect to pikachuunova
Success: Added move reflect to pikachuunova
Success: Added move facade to pikachuunova
Success: Added move surf to pikachupartner
Success: Added move substitute to pikachupartner
Success: Added move sleeptalk to pikachuunova
Success: Added move playrough to pikachuunova
Success: Added move raindance to pikachuunova
Success: Added move nuzzle to pikachuunova
Success: Added move lightscreen to pikachuunova
Success: Added move feint to pikachuunova
Success: Added move thunderbolt to pikachupartner
Success: Added move thunder to pikachupartner
Success: Added move playnice to pikachuunova
Success: Added move lightscreen to pikachusinnoh
Success: Added move playrough to pikachusinnoh
Success: Added move substitute to pikachuunova
Success: Added move rest to pikachuunova
Success: Added move reversal to pikachusinnoh
Success: Added move thunder to pikachuunova
Success: Added move rest to pikachusinnoh
Success: Added move bodyslam to pikachuworld
Success: Added move takedown to pikachuunova
Success: Added move protect to pikachusinnoh
Success: Added move wildcharge to pikachupartner
Success: Added move charm to pikachuworld
Success: Added move upperhand to pikachuunova
Success: Added move disarmingvoice to pikachuworld
Success: Added move drainingkiss to pikachuworld
Success: Added move trailblaze to pikachuunova
Success: Added move discharge to pikachuworld
Success: Added move wildcharge to pikachuunova
Success: Added move thunderwave to pikachuunova
Success: Added move electricterrain to pikachuworld
Success: Added move brickbreak to pikachukalos
Success: Added move endure to pikachuworld
Success: Added move chargebeam to pikachukalos
Success: Added move charge to pikachukalos
Success: Added move bodyslam to pikachukalos
Success: Added move charm to pikachukalos
Success: Added move disarmingvoice to pikachukalos
Success: Added move dig to pikachukalos
Success: Added move doubleteam to pikachukalos
Success: Added move irontail to pikachuworld
Success: Added move electricterrain to pikachukalos
Success: Added move helpinghand to pikachuworld
Success: Added move encore to pikachukalos
Success: Added move electroball to pikachukalos
Success: Added move eerieimpulse to pikachukalos
Success: Added move substitute to pikachusinnoh
Success: Added move electroweb to pikachukalos
Success: Added move lightscreen to pikachukalos
Success: Added move focuspunch to pikachukalos
Success: Added move endure to pikachukalos
Success: Added move helpinghand to pikachukalos
Success: Added move knockoff to pikachukalos
Success: Added move irontail to pikachukalos
Success: Added move playrough to pikachukalos
Success: Added move growl to pikachukalos
Success: Added move endeavor to pikachukalos
Success: Added move grassknot to pikachukalos
Success: Added move playnice to pikachukalos
Success: Added move fling to pikachukalos
Success: Added move nastyplot to pikachukalos
Success: Added move faketears to pikachukalos
Success: Added move facade to pikachukalos
Success: Added move rest to pikachukalos
Success: Added move protect to pikachukalos
Success: Added move quickattack to pikachukalos
Success: Added move reflect to pikachukalos
Success: Added move feint to pikachukalos
Success: Added move reversal to pikachukalos
Success: Added move sleeptalk to pikachukalos
Success: Added move raindance to pikachukalos
Success: Added move spark to pikachukalos
Success: Added move substitute to pikachukalos
Success: Added move spark to pikachusinnoh
Success: Added move sweetkiss to pikachukalos
Success: Added move thunderbolt to pikachukalos
Success: Added move thunder to pikachukalos
Success: Added move terablast to pikachukalos
Success: Added move takedown to pikachukalos
Success: Added move thief to pikachukalos
Success: Added move thunderpunch to pikachukalos
Success: Added move swift to pikachukalos
Success: Added move thunderwave to pikachukalos
Success: Added move tailwhip to pikachukalos
Success: Added move trailblaze to pikachukalos
